gene, ct.1,ct.2,ct.3,ct.4,kd.1,kd.2,kd.3
FBgn0030752,2675,3187,5532,4125,2363,2626,3510
FBgn0030753,1152,1342,2973,1835,1349,1536,2160
FBgn0030757,147,167,393,226,177,172,388
FBgn0030758,1244,1286,3008,1442,1087,1146,1992
FBgn0030759,296,376,429,466,406,427,404
FBgn0030761,287,334,576,442,330,390,429
FBgn0030766,432,430,757,532,428,462,713
FBgn0030768,404,470,640,626,658,688,793
FBgn0030786,475,563,1005,654,489,575,628
FBgn0030787,126,144,257,170,144,181,238
FBgn0030788,265,343,873,429,321,343,588
FBgn0030789,148,174,376,226,194,201,320
FBgn0030790,516,537,1368,690,544,570,1211
FBgn0030791,469,473,1367,706,502,492,1010
FBgn0030792,522,676,1005,693,676,803,854
FBgn0030793,348,471,725,516,462,489,630
FBgn0030794,46,54,99,69,70,54,73
FBgn0030795,93,104,208,128,100,125,167
FBgn0030796,5908,6856,12614,9034,8521,9055,11940
FBgn0030797,314,341,879,500,305,323,681
FBgn0030799,68,108,176,95,118,142,201
FBgn0030800,254,297,526,419,281,317,396
FBgn0030801,69,80,266,135,82,100,166
FBgn0030802,119,175,301,288,174,202,281
FBgn0030803,238,254,594,447,269,320,463
FBgn0030805,162,195,304,202,397,445,483
FBgn0030806,188,198,378,215,230,228,341
FBgn0030808,2025,2058,4154,2399,2042,2163,2940
FBgn0030809,2528,2458,4944,3741,2717,2734,4021
FBgn0030812,1576,1585,3238,1700,1624,1579,2253
FBgn0030813,40,43,88,76,47,48,108
FBgn0030816,76,90,153,131,60,72,136
FBgn0030833,111,117,236,158,131,112,202
FBgn0030834,243,300,631,398,294,339,384
FBgn0030838,349,446,909,548,388,433,685
FBgn0030839,126,135,195,176,84,118,136
FBgn0030850,678,767,1445,1301,791,833,1487
FBgn0030851,83,100,190,166,103,110,210
FBgn0030853,595,833,1148,1001,809,847,960
FBgn0030854,341,454,1122,797,554,578,1131
FBgn0030855,505,592,1234,753,577,643,959
FBgn0030858,749,922,1355,1136,993,1054,1234
FBgn0030863,892,941,2525,1516,1284,1445,2703
FBgn0030864,278,344,797,536,411,461,833
FBgn0030869,1636,1596,3640,1827,1778,2059,2732
FBgn0030871,389,510,733,669,671,653,823
FBgn0030872,324,335,529,448,413,439,512
FBgn0030873,920,1229,2249,1774,1150,1299,1675
FBgn0030874,112,161,232,179,164,169,186
FBgn0030876,4,31,60,44,32,11,55
FBgn0030877,489,564,797,602,615,687,695
FBgn0030878,733,791,1207,1068,882,960,941
FBgn0030883,107,118,281,178,146,141,219
FBgn0030884,45,47,109,50,87,87,118
FBgn0030890,629,716,1329,1259,819,847,1396
FBgn0030891,389,448,689,557,475,551,642
FBgn0030892,252,292,587,352,264,291,408
FBgn0030893,1156,1342,2494,1769,1637,1843,2010
FBgn0030894,722,721,1706,1067,716,846,1383
FBgn0030915,139,162,271,178,199,201,222
FBgn0030925,20,14,53,35,32,32,50
FBgn0030930,1148,1291,2331,1801,1492,1581,2177
FBgn0030941,1051,1082,2133,1242,1039,1101,1389
FBgn0030943,403,435,929,781,560,568,821
FBgn0030944,348,415,800,486,440,476,674
FBgn0030945,274,307,363,286,322,298,250
FBgn0030946,1718,1804,2935,2438,2126,2356,2635
FBgn0030955,2184,3178,4721,4579,3156,3445,4030
FBgn0030956,37,60,188,122,73,37,206
FBgn0030958,11,34,38,105,41,15,23
FBgn0030959,74,99,247,216,134,107,233
FBgn0030960,158,219,417,288,145,158,298
FBgn0030963,65,81,124,136,79,107,83
FBgn0030966,134,166,274,175,274,286,294
FBgn0030968,49,85,111,100,99,110,104
FBgn0030969,345,440,759,637,454,492,679
FBgn0030970,297,319,535,420,324,407,445
FBgn0030973,599,663,1178,727,678,794,956
FBgn0030974,1213,1296,1883,1260,1139,1180,1199
FBgn0030990,1605,1935,3232,1967,1598,1921,2336
FBgn0030991,2442,2443,4312,2974,2975,3550,3803
FBgn0030992,130,153,193,114,132,142,152
FBgn0030993,2950,3616,4401,3745,2728,2911,2922
FBgn0030994,40,50,151,49,58,50,92
FBgn0030995,70,82,134,106,84,105,95
FBgn0030996,577,737,1269,1026,831,959,1108
FBgn0031002,369,512,768,283,444,507,663
FBgn0031003,198,209,391,297,283,302,413
FBgn0031006,1413,1296,2290,1631,1366,1351,1756
FBgn0031008,488,608,808,615,600,663,572
FBgn0031011,3615,3604,7434,4964,3716,3997,5723
FBgn0031012,644,783,1515,1100,580,673,889
FBgn0031016,122,105,175,125,88,92,117
FBgn0031020,1493,1718,2828,2318,1843,1908,1996
FBgn0031021,318,366,615,321,290,292,376
FBgn0031022,167,197,277,182,207,231,211
FBgn0031023,1746,1742,3228,1908,2130,2131,2611
FBgn0031030,3425,3524,6611,4694,3711,3949,4946
FBgn0031031,35,26,40,24,29,23,38
FBgn0031032,35,35,76,55,38,39,54
FBgn0031034,64,70,89,108,50,69,74
FBgn0031036,233,347,498,364,268,308,326
FBgn0031037,290,365,592,520,401,449,653
FBgn0031040,59,92,284,143,86,74,188
FBgn0031042,41,47,77,82,43,50,43
FBgn0031043,295,354,1080,579,337,404,703
FBgn0031044,305,360,629,483,314,352,501
FBgn0031045,53,53,83,70,45,43,63
FBgn0031047,877,1079,2096,1486,1426,1636,1835
FBgn0031048,531,657,977,778,881,985,1007
FBgn0031049,161,260,470,570,397,402,980
FBgn0031050,300,422,590,457,377,426,485
FBgn0031051,1385,1398,2304,1792,1644,1705,1911
FBgn0031052,1248,1259,2303,1760,1554,1576,2033
FBgn0031053,308,292,473,381,424,472,384
FBgn0031054,404,420,950,593,426,487,652
FBgn0031055,2344,2930,4261,3576,1893,2265,2275
FBgn0031057,2687,2715,6110,3462,2739,2800,4909
FBgn0031058,67,79,152,104,66,88,113
FBgn0031059,47,104,228,118,112,134,190
FBgn0031060,260,245,361,269,306,288,259
FBgn0031061,395,478,790,456,486,543,464
FBgn0031062,313,403,741,436,332,377,519
FBgn0031066,1322,1791,4614,2328,1951,2161,3070
FBgn0031068,249,279,654,301,379,467,553
FBgn0031069,1720,2016,3231,3249,2271,2480,2846
FBgn0031070,466,512,732,714,819,852,922
FBgn0031077,947,1038,1381,1420,1265,1206,1268
FBgn0031078,3693,3909,5746,6165,4906,5033,5213
FBgn0031080,382,647,1059,943,643,575,991
FBgn0031089,203,217,295,210,193,186,166
FBgn0031090,1245,1369,3665,1898,1427,1524,2470
FBgn0031091,352,391,556,587,514,451,576
FBgn0031092,343,406,801,514,420,413,633
FBgn0031093,270,314,475,375,370,372,393
FBgn0031094,120,148,267,190,177,206,249
FBgn0031097,78,89,148,103,58,65,76
FBgn0031098,297,383,476,500,366,363,426
FBgn0031099,28,35,68,50,49,50,46
FBgn0031106,338,413,590,429,383,451,373
FBgn0031107,2169,1955,3162,2460,2794,2555,2731
FBgn0031114,639,757,1465,754,845,949,1144
FBgn0031115,331,366,688,452,401,482,579
FBgn0031117,142,195,289,226,365,453,461
FBgn0031118,2291,2031,4540,2167,2161,2328,2975
FBgn0031119,167,159,338,263,201,245,372
FBgn0031126,269,288,606,383,206,237,385
FBgn0031142,29,27,65,23,30,51,61
FBgn0031143,307,503,918,636,546,671,899
FBgn0031144,515,534,1242,748,563,709,1009
FBgn0031145,1124,1529,4586,2465,1370,1531,3161
FBgn0031148,1464,1926,2766,2401,2747,3242,3132
FBgn0031149,2949,3466,6119,5436,4119,4439,5790
FBgn0031150,313,338,891,584,791,907,1955
FBgn0031157,212,265,510,290,341,342,451
FBgn0031161,392,447,967,666,516,567,909
FBgn0031169,1474,1577,3127,2562,1692,1773,2766
FBgn0031170,753,743,1747,1062,646,636,1148
FBgn0031174,1442,1614,2721,1780,1531,1669,2043
FBgn0031183,306,351,637,532,293,323,401
FBgn0031184,43,56,122,77,70,92,120
FBgn0031186,1042,1190,2864,1792,1075,1183,2426
FBgn0031187,1925,1933,3826,2485,2242,2414,3204
FBgn0031188,245,297,576,389,273,352,444
FBgn0031189,95,111,210,144,117,140,159
FBgn0031190,1060,1148,2249,1547,1095,1142,1740
FBgn0031191,277,301,626,455,328,291,489
FBgn0031194,546,596,1122,732,553,636,919
FBgn0031195,124,128,212,164,157,154,196
FBgn0031201,35,44,89,51,36,42,48
FBgn0031213,531,556,1092,986,500,536,1408
FBgn0031216,447,392,1323,926,399,387,1292
FBgn0031217,435,645,1051,1065,608,743,966
FBgn0031219,48,32,124,74,39,27,92
FBgn0031220,1535,1650,4275,2828,2099,2078,4997
FBgn0031224,182,253,510,327,269,277,433
FBgn0031227,48,62,164,146,60,48,161
FBgn0031228,263,378,808,469,353,386,683
FBgn0031229,244,322,677,511,253,308,637
FBgn0031231,88,156,276,232,153,176,256
FBgn0031233,202,202,504,284,196,190,391
FBgn0031238,142,181,361,228,198,227,275
FBgn0031244,116,158,241,213,145,167,208
FBgn0031245,93,137,207,144,180,202,318
FBgn0031247,47,77,175,75,88,94,177
FBgn0031250,328,363,689,536,340,337,623
FBgn0031252,250,277,736,404,272,296,523
FBgn0031253,82,133,238,243,133,132,244
FBgn0031254,53,58,147,71,44,49,106
FBgn0031256,817,1123,1687,1435,1045,1162,1630
FBgn0031257,951,1007,2001,1134,1223,1227,1612
FBgn0031258,135,114,345,189,49,51,129
FBgn0031260,1370,1740,2946,2472,1861,2001,2467
FBgn0031261,2202,2803,3694,2349,1728,2010,1675
FBgn0031263,17,42,497,189,47,17,534
FBgn0031265,282,349,737,430,351,388,602
FBgn0031266,978,1020,2049,1442,1046,1052,1632
FBgn0031267,311,413,708,561,335,370,508
FBgn0031268,65,62,132,116,109,134,260
FBgn0031281,111,129,255,179,144,188,232
FBgn0031282,72,111,195,145,88,98,152
FBgn0031284,108,142,286,235,148,167,348
FBgn0031285,2318,3004,5319,3490,2147,2318,3066
FBgn0031286,215,247,425,246,264,279,340
FBgn0031287,140,194,376,186,177,207,249
FBgn0031298,638,742,1363,788,757,881,1092
FBgn0031299,58,73,100,71,65,69,83
FBgn0031302,29,40,100,62,40,44,131
FBgn0031304,1181,1413,2401,1585,1150,1359,1434
FBgn0031307,998,1223,1869,875,1854,2174,2464
FBgn0031308,129,190,320,235,185,208,259
FBgn0031309,293,327,683,400,327,441,445
FBgn0031310,502,614,1292,801,678,808,959
FBgn0031312,283,363,588,462,366,359,436
FBgn0031313,1246,1483,2067,1781,910,980,1151
FBgn0031314,239,329,563,400,314,342,390
FBgn0031315,100,171,377,180,152,167,303
FBgn0031317,427,556,1303,577,575,671,996
FBgn0031318,984,1093,2218,1241,1185,1331,1670
FBgn0031319,450,510,877,654,537,567,843
FBgn0031320,121,134,236,219,171,166,221
FBgn0031321,200,230,313,234,194,239,250
FBgn0031322,346,468,796,470,151,219,171
FBgn0031327,350,419,647,251,861,904,1265
FBgn0031344,152,167,275,201,148,152,223
FBgn0031351,37,62,118,96,66,59,169
FBgn0031356,840,1030,1776,1506,1046,1101,1390
FBgn0031357,152,228,351,268,221,239,244
FBgn0031359,572,594,1211,654,327,366,568
FBgn0031360,371,515,647,692,522,641,742
FBgn0031361,59,73,192,106,85,81,134
FBgn0031374,1801,1678,3361,2845,1153,1161,1722
FBgn0031376,712,940,1577,1351,837,978,1279
FBgn0031377,500,510,906,588,536,595,638
FBgn0031378,67,100,189,129,107,113,177
FBgn0031379,658,845,1715,1241,828,962,1262
FBgn0031381,2205,3130,3765,4047,3004,3352,4314
FBgn0031384,42,63,121,101,98,71,120
FBgn0031389,1105,1528,3223,3332,1058,1067,2915
FBgn0031390,1722,1869,3424,2651,1888,1943,2993
FBgn0031391,114,141,396,251,200,179,364
FBgn0031392,558,606,1406,944,643,712,1096
FBgn0031395,348,386,785,560,453,527,801
FBgn0031398,49,72,182,92,65,94,137
FBgn0031399,556,627,1153,809,524,612,773
FBgn0031401,522,598,1356,873,644,747,1184
FBgn0031403,56,71,234,148,86,87,253
FBgn0031405,117,144,221,258,104,114,145
FBgn0031413,68,67,155,78,97,85,100
FBgn0031414,31,23,39,16,33,34,48
FBgn0031418,1004,1247,1841,1240,1035,1280,1163
FBgn0031420,443,476,787,522,465,519,551
FBgn0031422,33,39,58,71,33,44,93
FBgn0031428,51,44,104,66,50,78,125
FBgn0031435,17,28,58,27,39,35,29
FBgn0031436,395,555,913,586,580,716,760
FBgn0031437,656,799,1684,934,771,903,1101
FBgn0031449,773,846,1755,1114,479,551,760
FBgn0031450,1142,1201,2144,1525,1286,1452,1615
FBgn0031452,329,394,1023,405,298,366,651
FBgn0031453,1222,1354,2877,1571,1405,1459,3571
FBgn0031456,330,389,693,485,392,432,576
FBgn0031457,329,359,711,387,412,478,565
FBgn0031458,375,530,878,807,527,580,832
FBgn0031459,709,973,2012,1396,1239,1287,1659
FBgn0031460,34,41,50,48,64,59,70
FBgn0031461,309,340,655,371,552,529,819
FBgn0031470,80,131,222,267,122,126,177
FBgn0031474,2194,2339,4069,3270,2213,2414,3745
FBgn0031478,321,346,828,521,323,388,546
FBgn0031479,174,231,456,339,219,262,395
FBgn0031483,394,444,937,550,541,598,1008
FBgn0031484,314,390,1034,622,383,447,698
FBgn0031485,132,195,278,244,175,203,280
FBgn0031488,158,153,320,180,234,221,300
FBgn0031489,624,748,1304,875,1008,1077,1629
FBgn0031490,581,742,1025,700,863,971,987
FBgn0031491,354,449,809,614,428,493,748
FBgn0031492,672,699,1558,1006,764,870,1261
FBgn0031493,982,1167,2480,1419,1094,1269,1845
FBgn0031494,44,47,175,157,59,62,223
FBgn0031495,686,830,1348,1116,886,1067,1183
FBgn0031497,2213,2610,3829,3282,3032,3319,3568
FBgn0031498,88,123,221,122,89,80,199
FBgn0031500,58,77,153,97,95,95,116
FBgn0031505,347,560,887,722,579,565,1164
FBgn0031516,477,511,1043,509,836,929,1386
FBgn0031519,27,32,80,75,47,48,79
FBgn0031529,255,343,561,406,339,399,556
FBgn0031530,226,227,511,92,292,360,475
FBgn0031534,721,887,1716,1305,835,855,1401
FBgn0031535,201,319,520,288,254,316,350
FBgn0031536,328,443,835,568,404,482,663
FBgn0031537,433,431,873,558,513,519,725
FBgn0031538,107,162,209,147,222,262,286
FBgn0031540,156,170,340,255,136,134,188
FBgn0031544,996,1275,2401,1688,1080,1196,1667
FBgn0031547,176,277,403,364,82,102,186
FBgn0031548,43,54,106,103,11,19,26
FBgn0031549,350,398,917,487,366,407,775
FBgn0031566,295,316,751,476,393,454,753
FBgn0031568,40,35,123,52,20,26,56
FBgn0031571,31,29,59,40,36,24,57
FBgn0031573,74,82,197,107,92,91,144
FBgn0031574,163,176,307,310,183,235,287
FBgn0031575,208,248,510,387,265,264,386
FBgn0031589,1035,1117,2278,1602,1248,1413,2235
FBgn0031590,1431,1765,3306,2657,1826,1872,2667
FBgn0031597,70,78,192,130,84,81,229
FBgn0031598,267,324,617,455,364,389,619
FBgn0031600,250,351,690,454,346,368,564
FBgn0031601,79,131,242,211,119,132,246
FBgn0031603,88,108,309,135,141,149,265
FBgn0031604,721,862,1543,1155,855,983,1231
FBgn0031606,591,629,1127,756,745,818,914
FBgn0031607,459,569,772,695,524,631,703
FBgn0031608,93,124,222,166,117,170,206
FBgn0031609,115,186,266,226,184,223,260
FBgn0031610,53,53,111,93,54,62,124
FBgn0031611,165,181,303,295,201,258,295
FBgn0031628,60,63,122,98,75,70,112
FBgn0031631,63,73,177,107,85,101,145
FBgn0031633,582,822,1080,1077,681,828,986
FBgn0031635,583,653,1005,941,693,687,816
FBgn0031637,969,1115,2053,1312,877,892,1277
FBgn0031638,225,258,576,305,274,298,446
FBgn0031639,169,180,334,316,198,247,291
FBgn0031640,295,288,668,378,254,348,501
FBgn0031643,1377,1579,3005,1544,1573,1864,2260
FBgn0031644,118,149,236,167,170,178,201
FBgn0031645,216,252,427,327,257,266,455
FBgn0031651,215,303,692,403,272,288,545
FBgn0031652,59,77,120,74,66,66,79
FBgn0031655,129,163,386,277,170,171,290
FBgn0031657,204,214,418,400,248,258,331
FBgn0031659,343,494,857,692,431,494,725
FBgn0031660,819,1111,1490,1229,1133,1286,1783
FBgn0031661,299,386,843,633,426,471,594
FBgn0031662,447,607,1129,975,591,590,979
FBgn0031663,358,507,1064,689,399,535,728
FBgn0031664,265,337,538,339,398,437,504
FBgn0031670,796,1120,2157,1702,943,1074,1840
FBgn0031673,1072,1280,2430,1773,1257,1491,1839
FBgn0031675,30,31,67,37,51,52,49
FBgn0031676,161,205,402,369,211,218,400
FBgn0031677,14,30,63,55,27,37,55
FBgn0031678,1095,1253,3196,1755,1251,1397,2774
FBgn0031681,1606,1642,3914,2787,1587,1692,2980
FBgn0031682,226,280,440,268,322,328,357
FBgn0031683,186,245,437,334,199,233,403
FBgn0031684,239,346,647,471,368,382,530
FBgn0031689,113,137,282,243,264,318,511
FBgn0031693,132,131,347,211,162,164,448
FBgn0031696,722,766,1532,1043,731,789,1026
FBgn0031698,3309,3007,7274,3129,3089,3214,4489
FBgn0031703,91,115,216,87,28,28,48
FBgn0031708,144,160,348,241,187,210,284
FBgn0031710,217,247,639,361,227,236,555
FBgn0031711,502,631,1162,881,622,674,881
FBgn0031713,383,497,655,665,587,612,637
FBgn0031717,36,47,61,69,36,56,93
FBgn0031736,468,610,1356,847,617,654,937
FBgn0031738,239,242,872,514,366,343,1248
FBgn0031739,167,159,308,177,154,175,211
FBgn0031740,422,604,905,544,591,619,671
FBgn0031752,886,909,1901,1173,767,835,1343
FBgn0031759,3467,3441,7235,3455,3491,3647,4963
FBgn0031760,268,308,615,535,305,321,763
FBgn0031762,182,190,327,294,186,198,250
FBgn0031764,318,454,794,517,384,482,526
FBgn0031768,232,279,511,350,330,372,420
FBgn0031769,745,844,1584,1138,1136,1223,1714
FBgn0031771,1236,1587,2633,1840,1253,1468,1682
FBgn0031772,85,178,345,159,165,154,248
FBgn0031773,109,115,230,137,143,163,193
FBgn0031774,85,158,241,202,178,175,236
FBgn0031776,451,618,1564,984,627,622,1254
FBgn0031777,48,72,143,86,69,86,118
FBgn0031779,488,581,785,573,604,600,617
FBgn0031781,755,1063,1617,1504,1079,1073,1100
FBgn0031782,407,544,861,537,533,638,700
FBgn0031799,544,545,1031,703,511,573,687
FBgn0031805,2766,3153,5782,2804,1700,1901,2170
FBgn0031811,39,67,115,97,74,76,127
FBgn0031813,290,349,570,475,335,346,465
FBgn0031814,457,535,912,753,696,730,917
FBgn0031815,428,556,954,691,431,519,608
FBgn0031816,84,116,161,138,177,202,230
FBgn0031817,82,116,196,129,131,159,171
FBgn0031818,599,691,1210,943,686,789,809
FBgn0031822,128,187,316,296,201,205,302
FBgn0031824,156,182,303,245,172,229,209
FBgn0031830,641,854,2460,1170,920,1056,1907
FBgn0031832,145,191,398,227,183,195,316
FBgn0031834,37,52,118,100,42,56,102
FBgn0031836,652,760,1329,1086,879,911,1364
FBgn0031842,1656,1802,3599,2463,1697,1821,2810
FBgn0031844,31,38,58,46,61,45,79
FBgn0031848,99,124,239,147,129,108,178
FBgn0031851,342,493,919,457,366,445,681
FBgn0031868,597,705,1410,960,754,789,1075
FBgn0031871,315,356,724,429,432,512,649
FBgn0031872,297,324,604,398,425,455,665
FBgn0031873,70,112,266,146,130,129,225
FBgn0031874,67,100,180,156,78,79,187
FBgn0031875,314,444,818,709,369,441,668
FBgn0031876,104,149,347,180,145,180,297
FBgn0031877,76,108,147,143,112,85,112
FBgn0031878,1103,1336,2809,1876,1491,1664,2773
FBgn0031881,141,159,435,224,135,195,348
FBgn0031882,184,237,387,309,218,219,375
FBgn0031883,1035,1170,2103,1361,1182,1282,1460
FBgn0031885,441,434,1000,555,322,382,719
FBgn0031886,235,277,634,376,290,302,648
FBgn0031888,1569,1800,3448,2414,2381,2809,4066
FBgn0031893,272,332,831,471,311,323,587
FBgn0031894,89,88,216,122,124,133,214
FBgn0031895,55,52,98,68,89,72,147
FBgn0031896,405,439,826,606,508,576,941
FBgn0031897,682,750,1638,1001,750,845,1513
FBgn0031904,284,322,691,457,358,355,699
FBgn0031909,177,203,398,286,223,227,351
FBgn0031912,1223,1362,2172,1587,636,719,868
FBgn0031913,715,991,1511,1293,554,578,836
FBgn0031914,274,308,750,608,216,274,474
FBgn0031937,270,309,653,322,289,312,910
FBgn0031947,652,745,1687,835,715,831,1140
FBgn0031948,65,78,173,139,69,71,179
FBgn0031950,412,487,895,696,468,507,753
FBgn0031951,218,264,579,371,243,282,515
FBgn0031952,330,320,678,482,241,299,414
FBgn0031968,37,44,66,50,67,87,117
FBgn0031969,2976,3529,5742,4941,3165,3370,5306
FBgn0031971,138,182,477,214,210,200,375
FBgn0031972,239,318,433,383,241,254,357
FBgn0031973,921,1124,1646,794,833,1029,1016
FBgn0031974,35,41,111,57,31,34,114
FBgn0031977,770,1181,2167,1725,1179,1148,2571
FBgn0031979,21,53,53,40,62,60,49
FBgn0031980,10925,18955,27354,18228,15854,18747,21545
FBgn0031981,597,584,1124,898,777,769,1096
FBgn0031985,1228,1358,2562,1884,1502,1617,2185
FBgn0031987,185,234,516,215,179,198,265
FBgn0031988,1425,1501,3180,1734,1227,1304,1960
FBgn0031990,2827,2799,7621,4113,2603,2772,4849
FBgn0031992,67,101,369,185,148,162,477
FBgn0031993,9794,9786,18382,15215,9467,9367,14014
FBgn0031995,741,848,1738,1258,954,1041,1607
FBgn0031996,285,386,734,498,401,506,747
FBgn0031997,183,235,301,292,245,235,389
FBgn0031998,477,522,850,810,423,481,986
FBgn0031999,43,61,111,76,49,68,96
FBgn0032000,254,352,552,429,326,361,451
FBgn0032001,190,239,326,278,252,245,276
FBgn0032002,42,41,97,59,35,37,70
FBgn0032004,715,907,1787,1585,382,454,755
FBgn0032005,2996,3480,6862,4589,2541,3097,4182
FBgn0032006,8105,8703,17136,11930,11031,11162,15491
FBgn0032013,55,68,128,69,88,101,150
FBgn0032014,332,418,785,545,393,421,672
FBgn0032015,1277,1673,3162,2257,1631,1854,2824
FBgn0032016,287,292,680,332,327,327,517
FBgn0032017,53,61,148,101,68,68,183
FBgn0032018,1254,1222,2526,2085,1099,1202,1969
FBgn0032020,290,363,655,481,378,434,712
FBgn0032024,698,885,1509,1215,760,906,1030
FBgn0032025,128,158,284,298,179,223,242
FBgn0032026,1544,1673,3183,2709,2257,2313,3783
FBgn0032029,244,316,660,470,172,208,244
FBgn0032030,357,501,1108,729,505,590,732
FBgn0032031,174,206,347,239,194,238,289
FBgn0032032,143,225,405,213,196,254,426
FBgn0032033,69,72,201,96,76,78,128
FBgn0032034,97,110,376,220,102,148,225
FBgn0032036,5867,6693,12877,10513,4668,4997,7945
FBgn0032040,649,777,1227,824,874,1041,1221
FBgn0032042,363,345,895,456,291,322,779
FBgn0032047,26,48,72,66,56,55,94
FBgn0032050,1482,1626,2917,2397,1568,1838,2243
FBgn0032051,689,895,2055,1180,809,851,1350
FBgn0032052,595,740,1569,1142,680,762,1505
FBgn0032053,120,192,472,276,227,236,331
FBgn0032054,400,493,791,697,480,555,631
FBgn0032059,177,205,467,385,224,261,437
FBgn0032078,2687,3124,5639,4460,4262,4682,6257
FBgn0032079,347,360,1026,650,311,303,782
FBgn0032082,221,232,557,238,281,326,630
FBgn0032101,369,455,1038,535,454,506,818
FBgn0032105,328,397,649,389,558,566,800
FBgn0032117,77,78,160,147,76,93,176
FBgn0032120,1328,1360,2706,2287,1672,1594,2810
FBgn0032123,292,282,604,229,340,305,572
FBgn0032130,261,335,723,445,255,318,464
FBgn0032135,116,93,203,176,131,160,208
FBgn0032136,197,209,523,153,286,273,497
FBgn0032138,3217,3933,6260,3793,3224,4044,4115
FBgn0032139,61,91,146,122,53,81,99
FBgn0032140,1148,1332,2454,2277,1724,2035,3162
FBgn0032147,224,246,526,274,211,225,412
FBgn0032149,163,247,477,285,238,230,443
FBgn0032150,38,44,87,38,30,38,56
FBgn0032154,123,178,332,200,159,199,272
FBgn0032156,1015,1142,2594,1874,918,964,1599
FBgn0032157,645,648,1364,1044,776,824,1317
FBgn0032160,336,485,796,613,418,528,653
FBgn0032161,28,37,60,35,36,41,67
FBgn0032162,52,60,109,79,57,90,106
FBgn0032166,158,211,436,367,216,206,360
FBgn0032167,534,630,964,849,479,607,678
FBgn0032168,118,156,292,241,156,173,249
FBgn0032169,125,158,345,180,160,179,263
FBgn0032170,631,689,1064,910,588,661,737
FBgn0032171,81,108,185,127,105,120,128
FBgn0032172,494,655,1179,1234,629,663,1212
FBgn0032178,23,33,49,72,29,44,61
FBgn0032189,110,133,271,180,100,105,262
FBgn0032191,822,980,1481,1313,909,1073,1166
FBgn0032192,25,29,80,54,36,22,73
